Timestamp,Latitude,Longitude,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Traffic_Light_State,Weather_Condition,Accident_Report,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h,Traffic_Condition,Date,Year,Month,Month_Name,Day,Day_of_Week,Day_Name,Week_of_Year,Quarter,Hour,Minute,Is_Weekend,Time_Period,Is_Morning_Peak,Is_Evening_Peak,Is_Peak_Hour,Is_Off_Peak_Hour,Vehicle_Count_Log,Vehicle_Count_Category,Traffic_Speed_Log,Speed_Category,Road_Occupancy_Log,Occupancy_Category,Vehicle_Count_per_Occupancy,Occupancy_per_Vehicle,High_Traffic_Flag,Low_Speed_Flag,Congestion_Risk_Flag,Traffic_Condition_ID,Weather_Condition_ID,Traffic_Light_State_ID,Accident_Report_ID,Time_Period_ID,Speed_Category_ID,Occupancy_Category_ID,Vehicle_Count_Category_ID,Average_Speed_by_Weather,Speed_vs_Weather_Average,Average_Vehicles_by_Traffic_Condition,Vehicles_vs_Traffic_Condition_Average,Average_Vehicles_by_Hour,Vehicles_vs_Hour_Average,Vehicle_Count_Outlier_Flag,Traffic_Speed_Outlier_Flag,Road_Occupancy_Outlier_Flag,Total_Missing_Values_Per_Row,Total_Available_Values_Per_Row,Missing_Value_Percentage_Per_Row
2024-03-01 00:50:00,40.72249549,-73.83021193,117,60.48137718,56.00173845,Green,Fog,0,77,39,295.9050841,18.44697863,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,0,50,0,Late Night,0,0,0,1,4.770684624465665,Below Median,4.1187343188749415,Fast,4.043081766492269,High Occupancy,2.0892208570357336,0.47864733717948715,0,0,0,2,1,0,0,2,0,0,1,40.95627874900964,19.52509843099036,117.06305084745763,-0.06305084745763168,145.91666666666666,-28.916666666666657,0,0,0,0,60,0.0
2024-03-01 00:55:00,40.79353376,-73.98380906,12,38.7398743,69.65316331,Green,Fog,0,14,2,179.5558805,22.22665355,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,0,55,0,Late Night,0,0,0,1,2.5649493574615367,Below Median,3.682355074058779,Slow,4.257782882508944,High Occupancy,0.17228219695626054,5.804430275833333,0,1,0,2,1,0,0,2,2,0,1,40.95627874900964,-2.2164044490096444,117.06305084745763,-105.06305084745763,145.91666666666666,-133.91666666666666,0,0,0,0,60,0.0
2024-03-01 01:00:00,40.89474427,-73.74201043,97,61.94792468,17.32821125,Red,Fog,0,70,12,157.0058131,7.226278361,Low,2024-03-01,2024,3,March,1,4,Friday,9,1,1,0,0,Late Night,0,0,0,1,4.584967478670572,Below Median,4.142307792194724,Fast,2.9084414711650837,Low Occupancy,5.597808025337873,0.1786413530927835,0,0,0,1,1,1,0,2,0,1,1,40.95627874900964,20.99164593099036,53.389972144846794,43.610027855153206,160.69444444444446,-63.69444444444446,0,0,0,0,60,0.0
2024-03-01 01:05:00,40.82852825,-73.74094204,265,64.42220656,94.97458763,Yellow,Rain,0,72,24,323.5250253,16.80828751,High,2024-03-01,2024,3,March,1,4,Friday,9,1,1,5,0,Late Night,0,0,0,1,5.583496308781699,At or Above Median,4.180861750676245,Fast,4.564083444237881,Very High Occupancy,2.7902200642595196,0.3583946703018868,1,0,0,0,2,2,0,2,0,3,0,42.50816174258483,21.914044817415174,182.49241945672773,82.50758054327227,160.69444444444446,104.30555555555554,0,0,0,0,60,0.0
2024-03-01 01:10:00,40.64996314,-73.96601803,187,24.43589569,47.48922186,Red,Snow,0,83,36,351.410217,7.264291397,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,1,10,0,Late Night,0,0,0,1,5.236441962829949,At or Above Median,3.2361613925161112,Slow,3.881341543556039,Moderate Occupancy,3.9377356098039042,0.2539530580748663,1,1,1,2,3,1,0,2,2,2,0,43.232495734182976,-18.796600044182977,117.06305084745763,69.93694915254237,160.69444444444446,26.305555555555543,0,0,0,0,60,0.0
2024-03-01 01:15:00,40.84620305,-73.8822499,139,21.67302311,45.85708774,Red,Clear,0,25,8,421.7381674,7.129836673,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,1,15,0,Late Night,0,0,0,1,4.941642422609304,Below Median,3.1211758085180126,Slow,3.8471022830476507,Moderate Occupancy,3.031156291217197,0.3299071060431654,0,1,0,2,0,1,0,2,2,2,1,41.71757820475964,-20.04455509475964,117.06305084745763,21.93694915254237,160.69444444444446,-21.694444444444457,0,0,0,0,60,0.0
2024-03-01 01:20:00,40.73533093,-73.92847504,298,39.81468027,73.00334765,Green,Snow,0,34,39,108.9747813,20.30003675,High,2024-03-01,2024,3,March,1,4,Friday,9,1,1,20,0,Late Night,0,0,0,1,5.700443573390687,At or Above Median,3.709041827233043,Slow,4.304110330694453,High Occupancy,4.082004587360865,0.24497767667785234,1,1,1,0,3,0,0,2,2,0,0,43.232495734182976,-3.417815464182979,182.49241945672773,115.50758054327227,160.69444444444446,137.30555555555554,0,0,0,0,60,0.0
2024-03-01 01:25:00,40.65288136,-73.84149223,168,71.17270014,90.33113551,Red,Snow,0,33,6,122.327947,29.55137,High,2024-03-01,2024,3,March,1,4,Friday,9,1,1,25,0,Late Night,0,0,0,1,5.1298987149230735,At or Above Median,4.279061859991073,Fast,4.514491753671299,Very High Occupancy,1.8598238475747022,0.5376853304166667,1,0,0,0,3,1,0,2,0,3,0,43.232495734182976,27.940204405817028,182.49241945672773,-14.492419456727731,160.69444444444446,7.305555555555543,0,0,0,0,60,0.0
2024-03-01 01:30:00,40.75553085,-73.80884497,188,50.22358936,85.22206471,Yellow,Rain,0,35,47,391.9104429,11.8229783,High,2024-03-01,2024,3,March,1,4,Friday,9,1,1,30,0,Late Night,0,0,0,1,5.241747015059643,At or Above Median,3.936200155629628,Moderate,4.4569261160283205,Very High Occupancy,2.206001469686758,0.45330885484042555,1,0,0,0,2,2,0,2,1,3,0,42.50816174258483,7.715427617415166,182.49241945672773,5.507580543272269,160.69444444444446,27.305555555555543,0,0,0,0,60,0.0
2024-03-01 01:35:00,40.72540505,-73.98032961,176,19.51636299,89.38515987,Green,Snow,0,80,10,106.8701081,18.44268949,High,2024-03-01,2024,3,March,1,4,Friday,9,1,1,35,0,Late Night,0,0,0,1,5.176149732573829,At or Above Median,3.0212227623905843,Very Slow,4.5040800931921945,Very High Occupancy,1.9690069386906162,0.5078702265340909,1,1,1,0,3,0,0,2,3,3,0,43.232495734182976,-23.716132744182975,182.49241945672773,-6.492419456727731,160.69444444444446,15.305555555555543,0,0,0,0,60,0.0
2024-03-01 01:40:00,40.76204205,-73.79413576,38,60.81684312,48.55435921,Red,Clear,0,25,39,182.0765861,18.18805238,Low,2024-03-01,2024,3,March,1,4,Friday,9,1,1,40,0,Late Night,0,0,0,1,3.6635616461296463,Below Median,4.124175869725535,Fast,3.9030702328901916,Moderate Occupancy,0.7826279785847471,1.277746295,0,0,0,1,0,1,0,2,0,2,1,41.71757820475964,19.09926491524036,53.389972144846794,-15.389972144846794,160.69444444444446,-122.69444444444446,0,0,0,0,60,0.0
2024-03-01 01:45:00,40.8682167,-73.97079465,113,36.09859482,82.04990255,Green,Clear,0,32,7,470.3349269,8.3046401,High,2024-03-01,2024,3,March,1,4,Friday,9,1,1,45,0,Late Night,0,0,0,1,4.736198448394496,Below Median,3.6135790934243976,Slow,4.419441662669091,Very High Occupancy,1.3772106545908385,0.7261053323008849,0,1,0,0,0,0,0,2,2,3,1,41.71757820475964,-5.6189833847596375,182.49241945672773,-69.49241945672773,160.69444444444446,-47.69444444444446,0,0,0,0,60,0.0
2024-03-01 01:50:00,40.76353774,-73.74218839,56,57.38454322,24.76400019,Green,Rain,0,35,34,263.2759893,20.71872311,Low,2024-03-01,2024,3,March,1,4,Friday,9,1,1,50,0,Late Night,0,0,0,1,4.04305126783455,Below Median,4.067051183912249,Moderate,3.2489781760592757,Low Occupancy,2.261347099432404,0.4422142891071429,0,0,0,1,2,0,0,2,1,1,1,42.50816174258483,14.876381477415165,53.389972144846794,2.6100278551532057,160.69444444444446,-104.69444444444446,0,0,0,0,60,0.0
2024-03-01 01:55:00,40.86608116,-73.96230427,114,79.99755568,25.02061512,Yellow,Rain,0,95,10,192.1099167,7.232791421,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,1,55,0,Late Night,0,0,0,1,4.74493212836325,Below Median,4.394418977426987,Fast,3.2588891130816426,Moderate Occupancy,4.556242900234501,0.21947908,0,0,0,2,2,2,0,2,0,2,1,42.50816174258483,37.48939393741517,117.06305084745763,-3.0630508474576317,160.69444444444446,-46.69444444444446,0,0,0,0,60,0.0
2024-03-01 02:00:00,40.86982813,-73.81569064,17,71.09147218,78.95197163,Yellow,Clear,0,91,2,234.0963555,20.24696729,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,2,0,0,Late Night,0,0,0,1,2.8903717578961645,Below Median,4.277935759625645,Fast,4.381426099763884,Very High Occupancy,0.2153207785572308,4.644233625294118,0,0,0,2,0,2,0,2,0,3,1,41.71757820475964,29.373893975240357,117.06305084745763,-100.06305084745763,155.90277777777777,-138.90277777777777,0,0,0,0,60,0.0
2024-03-01 02:05:00,40.63173934,-73.80265008,80,47.49605859,63.05449092,Red,Clear,0,42,27,351.9970574,16.22270824,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,2,5,0,Late Night,0,0,0,1,4.394449154672439,Below Median,3.881482528455595,Moderate,4.159734141731737,High Occupancy,1.2687438885439501,0.7881811365,0,0,0,2,0,1,0,2,1,0,1,41.71757820475964,5.778480385240357,117.06305084745763,-37.06305084745763,155.90277777777777,-75.90277777777777,0,0,0,0,60,0.0
2024-03-01 02:10:00,40.82747193,-73.730758,231,26.9155953,24.62641256,Yellow,Snow,0,90,37,377.4466868,29.47099974,High,2024-03-01,2024,3,March,1,4,Friday,9,1,2,10,0,Late Night,0,0,0,1,5.44673737166631,At or Above Median,3.329185503987205,Slow,3.243623560231967,Low Occupancy,9.380172586534464,0.10660784658008657,1,1,1,0,3,2,0,2,2,1,0,43.232495734182976,-16.316900434182976,182.49241945672773,48.50758054327227,155.90277777777777,75.09722222222223,0,0,0,0,60,0.0
2024-03-01 02:15:00,40.79104281,-73.97259663,175,74.60523206,92.46344884,Red,Clear,0,68,21,101.3861145,9.823282794,High,2024-03-01,2024,3,March,1,4,Friday,9,1,2,15,0,Late Night,0,0,0,1,5.170483995038151,At or Above Median,4.325525487933641,Fast,4.537570438367587,Very High Occupancy,1.8926397640955657,0.5283625648,1,0,0,0,0,1,0,2,0,3,0,41.71757820475964,32.887653855240366,182.49241945672773,-7.492419456727731,155.90277777777777,19.09722222222223,0,0,0,0,60,0.0
2024-03-01 02:20:00,40.65820559,-73.76058947,188,15.56714847,54.77980321,Green,Fog,0,33,48,369.7603455,28.73289816,High,2024-03-01,2024,3,March,1,4,Friday,9,1,2,20,0,Late Night,0,0,0,1,5.241747015059643,At or Above Median,2.807421726707757,Very Slow,4.021411854226106,High Occupancy,3.431921784736912,0.2913819319680851,1,1,1,0,1,0,0,2,3,0,0,40.95627874900964,-25.389130279009642,182.49241945672773,5.507580543272269,155.90277777777777,32.09722222222223,0,0,0,0,60,0.0
2024-03-01 02:25:00,40.67393408,-73.90893909,167,48.5824889,39.12002347,Green,Snow,0,79,23,300.3471901,17.97192721,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,2,25,0,Late Night,0,0,0,1,5.123963979403259,At or Above Median,3.903637725024372,Moderate,3.6918755480885785,Moderate Occupancy,4.268913594289313,0.23425163754491019,1,0,0,2,3,0,0,2,1,2,0,43.232495734182976,5.349993165817025,117.06305084745763,49.93694915254237,155.90277777777777,11.097222222222229,0,0,0,0,60,0.0
2024-03-01 02:30:00,40.8945176,-73.79768763,91,77.6258624,39.7248796,Yellow,Snow,0,71,13,242.8719175,15.70433172,Low,2024-03-01,2024,3,March,1,4,Friday,9,1,2,30,0,Late Night,0,0,0,1,4.5217885770490405,Below Median,4.364700683481914,Fast,3.70683919806876,Moderate Occupancy,2.2907558415859866,0.43653713846153847,0,0,0,1,3,2,0,2,0,2,1,43.232495734182976,34.39336666581703,53.389972144846794,37.610027855153206,155.90277777777777,-64.90277777777777,0,0,0,0,60,0.0
2024-03-01 02:35:00,40.73719674,-73.90429715,232,31.17867378,92.06030033,Green,Fog,0,92,26,442.5890998,29.06214272,High,2024-03-01,2024,3,March,1,4,Friday,9,1,2,35,0,Late Night,0,0,0,1,5.4510384535657,At or Above Median,3.471303928160595,Slow,4.533247673684022,Very High Occupancy,2.520087368478825,0.3968116393534483,1,1,1,0,1,0,0,2,2,3,0,40.95627874900964,-9.77760496900964,182.49241945672773,49.50758054327227,155.90277777777777,76.09722222222223,0,0,0,0,60,0.0
2024-03-01 02:40:00,40.71339651,-73.85200896,218,54.07900288,52.49588574,Red,Fog,0,71,7,179.6482814,5.92647407,High,2024-03-01,2024,3,March,1,4,Friday,9,1,2,40,0,Late Night,0,0,0,1,5.389071729816501,At or Above Median,4.00876857057386,Moderate,3.979604748888771,High Occupancy,4.152706386929133,0.2408068153211009,1,0,0,0,1,1,0,2,1,0,0,40.95627874900964,13.122724130990356,182.49241945672773,35.50758054327227,155.90277777777777,62.09722222222223,0,0,0,0,60,0.0
2024-03-01 02:45:00,40.68747297,-73.9956266,178,45.11380836,40.98205382,Red,Clear,0,87,8,103.7934779,22.51005713,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,2,45,0,Late Night,0,0,0,1,5.187385805840755,At or Above Median,3.831112435737956,Moderate,3.7372422369689833,Moderate Occupancy,4.3433645561495196,0.2302362574157303,1,0,0,2,0,1,0,2,1,2,0,41.71757820475964,3.39623015524036,117.06305084745763,60.93694915254237,155.90277777777777,22.09722222222223,0,0,0,0,60,0.0
2024-03-01 02:50:00,40.65934012,-73.94228395,184,55.88293041,39.04751331,Yellow,Fog,0,80,1,151.1046285,27.42719042,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,2,50,0,Late Night,0,0,0,1,5.220355825078324,At or Above Median,4.040995303331069,Moderate,3.6900665819487743,Moderate Occupancy,4.7122078822079025,0.21221474625,1,0,0,2,1,2,0,2,1,2,0,40.95627874900964,14.926651660990359,117.06305084745763,66.93694915254237,155.90277777777777,28.09722222222223,0,0,0,0,60,0.0
2024-03-01 02:55:00,40.69047374,-73.97280139,57,78.34660845,10.34383671,Red,Rain,1,65,34,427.3933685,11.74513769,High,2024-03-01,2024,3,March,1,4,Friday,9,1,2,55,0,Late Night,0,0,0,1,4.060443010546419,Below Median,4.373825704408054,Fast,2.4286745752926593,Low Occupancy,5.510527824254488,0.1814708194736842,0,0,0,0,2,1,1,2,0,1,1,42.50816174258483,35.83844670741517,182.49241945672773,-125.49241945672773,155.90277777777777,-98.90277777777777,0,0,0,0,60,0.0
2024-03-01 03:00:00,40.8773613,-73.72960085,52,72.67421356,82.63390704,Green,Rain,0,40,48,131.1807333,21.29749814,High,2024-03-01,2024,3,March,1,4,Friday,9,1,3,0,0,Late Night,0,0,0,1,3.970291913552122,Below Median,4.299652854118194,Fast,4.426449024465513,Very High Occupancy,0.6292816334441107,1.589113596923077,0,0,0,0,2,0,0,2,0,3,1,42.50816174258483,30.166051817415166,182.49241945672773,-130.49241945672773,159.44907407407408,-107.44907407407408,0,0,0,0,60,0.0
2024-03-01 03:05:00,40.82978328,-73.8114801,167,25.97242405,73.09278634,Green,Fog,0,73,11,362.1701083,14.64284589,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,3,5,0,Late Night,0,0,0,1,5.123963979403259,At or Above Median,3.2948150126084546,Slow,4.305318177225808,High Occupancy,2.2847671892432606,0.4376813553293413,1,1,1,2,1,0,0,2,2,0,0,40.95627874900964,-14.98385469900964,117.06305084745763,49.93694915254237,159.44907407407408,7.550925925925924,0,0,0,0,60,0.0
2024-03-01 03:10:00,40.60993112,-73.90914507,197,75.04964466,80.57636223,Green,Rain,0,17,33,144.4690101,6.467794259,High,2024-03-01,2024,3,March,1,4,Friday,9,1,3,10,0,Late Night,0,0,0,1,5.288267030694535,At or Above Median,4.331386346242052,Fast,4.401539541451203,Very High Occupancy,2.4448857524453174,0.4090170671573604,1,0,0,0,2,0,0,2,0,3,0,42.50816174258483,32.541482917415166,182.49241945672773,14.507580543272269,159.44907407407408,37.550925925925924,0,0,0,0,60,0.0
2024-03-01 03:15:00,40.76596812,-73.95106572,120,28.45428068,88.91625854,Red,Rain,1,73,41,388.6328016,17.31470752,High,2024-03-01,2024,3,March,1,4,Friday,9,1,3,15,0,Late Night,0,0,0,1,4.795790545596741,Below Median,3.382839253694296,Slow,4.498878776516367,Very High Occupancy,1.349584451374735,0.7409688211666666,0,1,0,0,2,1,1,2,2,3,1,42.50816174258483,-14.053881062584832,182.49241945672773,-62.49241945672773,159.44907407407408,-39.449074074074076,0,0,0,0,60,0.0
2024-03-01 03:20:00,40.72140397,-73.82165453,100,27.52047327,65.04610037,Red,Fog,0,3,25,72.31613698,16.94827634,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,3,20,0,Late Night,0,0,0,1,4.61512051684126,Below Median,3.3506221897281865,Slow,4.19035298865005,High Occupancy,1.5373711787666386,0.6504610037,0,1,0,2,1,1,0,2,2,0,1,40.95627874900964,-13.435805479009641,117.06305084745763,-17.06305084745763,159.44907407407408,-59.449074074074076,0,0,0,0,60,0.0
2024-03-01 03:25:00,40.69008545,-73.83530904,287,52.86087348,36.13426325,Green,Rain,0,90,25,100.6088451,21.22748639,High,2024-03-01,2024,3,March,1,4,Friday,9,1,3,25,0,Late Night,0,0,0,1,5.662960480135946,At or Above Median,3.9864043048531372,Moderate,3.6145400811506505,Moderate Occupancy,7.942600019664162,0.12590335627177698,1,0,0,0,2,0,0,2,1,2,0,42.50816174258483,10.35271173741517,182.49241945672773,104.50758054327227,159.44907407407408,127.55092592592592,0,0,0,0,60,0.0
2024-03-01 03:30:00,40.74125197,-73.98342339,69,38.21844785,74.93906729,Green,Rain,0,2,9,397.9887355,16.98513902,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,3,30,0,Late Night,0,0,0,1,4.248495242049359,Below Median,3.6691472445133724,Slow,4.329931272531758,High Occupancy,0.9207480489846914,1.0860734389855071,0,1,0,2,2,0,0,2,2,0,1,42.50816174258483,-4.289713892584835,117.06305084745763,-48.06305084745763,159.44907407407408,-90.44907407407408,0,0,0,0,60,0.0
2024-03-01 03:35:00,40.66698963,-73.81812961,145,41.96284794,39.80280635,Yellow,Snow,0,3,34,204.1390197,22.39418714,Medium,2024-03-01,2024,3,March,1,4,Friday,9,1,3,35,0,Late Night,0,0,0,1,4.983606621708336,Below Median,3.760335740833877,Moderate,3.708750862132903,Moderate Occupancy,3.6429592105884265,0.2745021127586207,0,1,0,2,3,2,0,2,1,2,1,43.232495734182976,-1.2696477941829727,117.06305084745763,27.93694915254237,159.44907407407408,-14.449074074074076,0,0,0,0,60,0.0
2024-03-01 03:40:00,40.6469435,-73.71582238,284,7.029178891,98.42862843,Green,Snow,0,43,27,68.99947648,29.37110103,High,2024-03-01,2024,3,March,1,4,Friday,9,1,3,40,0,Late Night,0,0,0,1,5.652489180268651,At or Above Median,2.0830822675621348,Very Slow,4.599440084569172,Very High Occupancy,2.885339403077975,0.3465796775704226,1,1,1,0,3,0,0,2,3,3,0,43.232495734182976,-36.203316843182975,182.49241945672773,101.50758054327227,159.44907407407408,124.55092592592592,0,0,0,0,60,0.0
2024-03-01 03:45:00,40.88031233,-73.86604614,79,60.28169793,40.18470495,Red,Rain,0,3,37,213.2481844,9.854465063,Low,2024-03-01,2024,3,March,1,4,Friday,9,1,3,45,0,Late Night,0,0,0,1,4.382026634673881,Below Median,4.115481232783471,Fast,3.718066948351525,Moderate Occupancy,1.9659221113678975,0.5086671512658227,0,0,0,1,2,1,0,2,0,2,1,42.50816174258483,17.773536187415168,53.389972144846794,25.610027855153206,159.44907407407408,-80.44907407407408,0,0,0,0,60,0.0
2024-03-01 03:50:00,40.87991609,-73.98463203,11,9.31916075,22.47702106,Green,Fog,0,99,44,235.9270308,20.10842522,High,2024-03-01,2024,3,March,1,4,Friday,9,1,3,50,0,Late Night,0,0,0,1,2.4849066497880004,Below Median,2.33400243407213,Very Slow,3.1560221155311434,Low Occupancy,0.4893886948202201,2.043365550909091,0,1,0,0,1,0,0,2,3,1,1,40.95627874900964,-31.63711799900964,182.49241945672773,-171.49241945672773,159.44907407407408,-148.44907407407408,0,0,0,0,60,0.0
2024-03-01 03:55:00,40.80872297,-73.86498144,271,23.1905525,45.03408147,Green,Snow,1,1,40,245.0862286,21.33977153,High,2024-03-01,2024,3,March,1,4,Friday,9,1,3,55,0,Late Night,0,0,0,1,5.605802066295998,At or Above Median,3.1859621643776426,Slow,3.829382023678795,Moderate Occupancy,6.017664647618714,0.16617742239852398,1,1,1,0,3,0,1,2,2,2,0,43.232495734182976,-20.041943234182977,182.49241945672773,88.50758054327227,159.44907407407408,111.55092592592592,0,0,0,0,60,0.0
